0.0 0.0 0.0 0.0 1.0 5.0
0.0 0.0 0.0 0.2 0.8 39.0
0.0 0.0 0.0 0.4 0.6 73.0
0.0 0.0 0.0 0.6 0.4 106.99999999999999
0.0 0.0 0.0 0.8 0.2 141.0
0.0 0.0 0.0 1.0 0.0 175.0
0.0 0.0 0.2 0.0 0.8 7.999999999999998
0.0 0.0 0.2 0.2 0.6 41.99999999999999
0.0 0.0 0.2 0.4 0.4 76.0
0.0 0.0 0.2 0.6 0.2 109.99999999999999
0.0 0.0 0.2 0.8 0.0 144.0
0.0 0.0 0.4 0.0 0.6 10.999999999999996
0.0 0.0 0.4 0.2 0.4 45.0
0.0 0.0 0.4 0.4 0.2 78.99999999999999
0.0 0.0 0.4 0.6 0.0 112.99999999999999
0.0 0.0 0.6 0.0 0.4 13.999999999999995
0.0 0.0 0.6 0.2 0.2 47.99999999999999
0.0 0.0 0.6 0.4 0.0 82.0
0.0 0.0 0.8 0.0 0.2 16.999999999999993
0.0 0.0 0.8 0.2 0.0 50.99999999999999
0.0 0.0 1.0 0.0 0.0 19.99999999999999
0.0 0.2 0.0 0.0 0.8 39.0
0.0 0.2 0.0 0.2 0.6 73.0
0.0 0.2 0.0 0.4 0.4 106.99999999999999
0.0 0.2 0.0 0.6 0.2 141.0
0.0 0.2 0.0 0.8 0.0 175.0
0.0 0.2 0.2 0.0 0.6 41.99999999999999
0.0 0.2 0.2 0.2 0.4 76.0
0.0 0.2 0.2 0.4 0.2 109.99999999999999
0.0 0.2 0.2 0.6 0.0 144.0
0.0 0.2 0.4 0.0 0.4 45.0
0.0 0.2 0.4 0.2 0.2 78.99999999999999
0.0 0.2 0.4 0.4 0.0 112.99999999999999
0.0 0.2 0.6 0.0 0.2 47.99999999999999
0.0 0.2 0.6 0.2 0.0 82.0
0.0 0.2 0.8 0.0 0.0 50.99999999999999
0.0 0.4 0.0 0.0 0.6 73.0
0.0 0.4 0.0 0.2 0.4 106.99999999999999
0.0 0.4 0.0 0.4 0.2 141.0
0.0 0.4 0.0 0.6 0.0 175.0
0.0 0.4 0.2 0.0 0.4 76.0
0.0 0.4 0.2 0.2 0.2 109.99999999999999
0.0 0.4 0.2 0.4 0.0 144.0
0.0 0.4 0.4 0.0 0.2 78.99999999999999
0.0 0.4 0.4 0.2 0.0 112.99999999999999
0.0 0.4 0.6 0.0 0.0 82.0
0.0 0.6 0.0 0.0 0.4 106.99999999999999
0.0 0.6 0.0 0.2 0.2 141.0
0.0 0.6 0.0 0.4 0.0 175.0
0.0 0.6 0.2 0.0 0.2 109.99999999999999
0.0 0.6 0.2 0.2 0.0 144.0
0.0 0.6 0.4 0.0 0.0 112.99999999999999
